Year,Category,Nominee,Won?
1969,Actor -- Leading Role,"Goodbye, Mr. Chips ",NO
1969,Actor -- Leading Role,Midnight Cowboy ,NO
1969,Actor -- Leading Role,True Grit ,YES
1969,Actor -- Supporting Role,The Reivers ,NO
1969,Actor -- Supporting Role,Bob & Carol & Ted & Alice ,NO
1969,Actor -- Supporting Role,Easy Rider ,NO
1969,Actor -- Supporting Role,Anne of the Thousand Days ,NO
1969,Actor -- Supporting Role,"They Shoot Horses, Don't They? ",YES
1969,Actress -- Leading Role,Anne of the Thousand Days ,NO
1969,Actress -- Leading Role,"They Shoot Horses, Don't They? ",NO
1969,Actress -- Leading Role,The Sterile Cuckoo ,NO
1969,Actress -- Leading Role,The Happy Ending ,NO
1969,Actress -- Leading Role,The Prime of Miss Jean Brodie ,YES
1969,Actress -- Supporting Role,Last Summer ,NO
1969,Actress -- Supporting Role,Bob & Carol & Ted & Alice ,NO
1969,Actress -- Supporting Role,Cactus Flower ,YES
1969,Actress -- Supporting Role,Midnight Cowboy ,NO
1969,Actress -- Supporting Role,"They Shoot Horses, Don't They? ",NO
1969,Art Direction,Anne of the Thousand Days,NO
1969,Art Direction,"Gaily, Gaily",NO
1969,Art Direction,"Hello, Dolly!",YES
1969,Art Direction,Sweet Charity,NO
1969,Art Direction,"They Shoot Horses, Don't They?",NO
1969,Cinematography,Anne of the Thousand Days,NO
1969,Cinematography,Bob & Carol & Ted & Alice,NO
1969,Cinematography,Butch Cassidy and the Sundance Kid,YES
1969,Cinematography,"Hello, Dolly!",NO
1969,Cinematography,Marooned,NO
1969,Costume Design,Anne of the Thousand Days,YES
1969,Costume Design,"Gaily, Gaily",NO
1969,Costume Design,"Hello, Dolly!",NO
1969,Costume Design,Sweet Charity,NO
1969,Costume Design,"They Shoot Horses, Don't They?",NO
1969,Directing,Alice's Restaurant,NO
1969,Directing,Butch Cassidy and the Sundance Kid,NO
1969,Directing,Midnight Cowboy,YES
1969,Directing,"They Shoot Horses, Don't They?",NO
1969,Directing,Z,NO
1969,Documentary (Feature),Arthur Rubinstein - The Love of Life,YES
1969,Documentary (Feature),Before the Mountain Was Moved,NO
1969,Documentary (Feature),In the Year of the Pig,NO
1969,Documentary (Feature),The Olympics in Mexico,NO
1969,Documentary (Feature),The Wolf Men,NO
1969,Documentary (Short Subject),Czechoslovakia 1968,YES
1969,Documentary (Short Subject),An Impression of John Steinbeck: Writer,NO
1969,Documentary (Short Subject),Jenny Is a Good Thing,NO
1969,Documentary (Short Subject),Leo Beuerman,NO
1969,Documentary (Short Subject),The Magic Machines,NO
1969,Film Editing,"Hello, Dolly!",NO
1969,Film Editing,Midnight Cowboy,NO
1969,Film Editing,The Secret of Santa Vittoria,NO
1969,Film Editing,"They Shoot Horses, Don't They?",NO
1969,Film Editing,Z,YES
1969,Foreign Language Film,Ådalen '31,NO
1969,Foreign Language Film,The Battle of Neretva,NO
1969,Foreign Language Film,The Brothers Karamazov,NO
1969,Foreign Language Film,My Night at Maud's,NO
1969,Foreign Language Film,Z,YES
1969,Music (Scoring),Anne of the Thousand Days,NO
1969,Music (Scoring),Butch Cassidy and the Sundance Kid,YES
1969,Music (Scoring),The Reivers,NO
1969,Music (Scoring),The Secret of Santa Vittoria,NO
1969,Music (Scoring),The Wild Bunch,NO
1969,Music (Scoring),"Goodbye, Mr. Chips",NO
1969,Music (Scoring),"Hello, Dolly!",YES
1969,Music (Scoring),Paint Your Wagon,NO
1969,Music (Scoring),Sweet Charity,NO
1969,Music (Scoring),"They Shoot Horses, Don't They?",NO
1969,Music (Song),The Sterile Cuckoo,NO
1969,Music (Song),The Prime of Miss Jean Brodie,NO
1969,Music (Song),Butch Cassidy and the Sundance Kid,YES
1969,Music (Song),True Grit,NO
1969,Music (Song),The Happy Ending,NO
1969,Best Picture,Anne of the Thousand Days,NO
1969,Best Picture,Butch Cassidy and the Sundance Kid,NO
1969,Best Picture,"Hello, Dolly!",NO
1969,Best Picture,Midnight Cowboy,YES
1969,Best Picture,Z,NO
1969,Short Film (Animated),It's Tough to Be a Bird,YES
1969,Short Film (Animated),Of Men and Demons,NO
1969,Short Film (Animated),Walking,NO
1969,Short Film (Live Action),Blake,NO
1969,Short Film (Live Action),The Magic Machines,YES
1969,Short Film (Live Action),People Soup,NO
1969,Sound,Anne of the Thousand Days,NO
1969,Sound,Butch Cassidy and the Sundance Kid,NO
1969,Sound,"Gaily, Gaily",NO
1969,Sound,"Hello, Dolly!",YES
1969,Sound,Marooned,NO
1969,Visual Effects,"Krakatoa, East of Java",NO
1969,Visual Effects,Marooned,YES
1969,Writing,Anne of the Thousand Days,NO
1969,Writing,"Goodbye, Columbus",NO
1969,Writing,Midnight Cowboy,YES
1969,Writing,"They Shoot Horses, Don't They?",NO
1969,Writing,Z,NO
1969,Writing,Bob & Carol & Ted & Alice,NO
1969,Writing,Butch Cassidy and the Sundance Kid,YES
1969,Writing,The Damned,NO
1969,Writing,Easy Rider,NO
1969,Writing,The Wild Bunch,NO
1968,Actor -- Leading Role,The Heart Is a Lonely Hunter ,NO
1968,Actor -- Leading Role,The Fixer ,NO
1968,Actor -- Leading Role,Oliver! ,NO
1968,Actor -- Leading Role,The Lion in Winter ,NO
1968,Actor -- Leading Role,Charly ,YES
1968,Actor -- Supporting Role,The Subject Was Roses ,YES
1968,Actor -- Supporting Role,Faces ,NO
1968,Actor -- Supporting Role,Star! ,NO
1968,Actor -- Supporting Role,Oliver! ,NO
1968,Actor -- Supporting Role,The Producers ,NO
1968,Actress -- Leading Role,The Lion in Winter ,YES
1968,Actress -- Leading Role,The Subject Was Roses ,NO
1968,Actress -- Leading Role,Isadora ,NO
1968,Actress -- Leading Role,Funny Girl ,YES
1968,Actress -- Leading Role,"Rachel, Rachel ",NO
1968,Actress -- Supporting Role,Faces ,NO
1968,Actress -- Supporting Role,Rosemary's Baby ,YES
1968,Actress -- Supporting Role,The Heart Is a Lonely Hunter ,NO
1968,Actress -- Supporting Role,Funny Girl ,NO
1968,Actress -- Supporting Role,"Rachel, Rachel ",NO
1968,Art Direction,Oliver!,YES
1968,Art Direction,The Shoes of the Fisherman,NO
1968,Art Direction,Star!,NO
1968,Art Direction,2001: A Space Odyssey,NO
1968,Art Direction,War and Peace,NO
1968,Cinematography,Funny Girl,NO
1968,Cinematography,Ice Station Zebra,NO
1968,Cinematography,Oliver!,NO
1968,Cinematography,Romeo and Juliet,YES
1968,Cinematography,Star!,NO
1968,Costume Design,The Lion in Winter,NO
1968,Costume Design,Oliver!,NO
1968,Costume Design,Planet of the Apes,NO
1968,Costume Design,Romeo and Juliet,YES
1968,Costume Design,Star!,NO
1968,Directing,The Battle of Algiers,NO
1968,Directing,The Lion in Winter,NO
1968,Directing,Oliver!,YES
1968,Directing,Romeo and Juliet,NO
1968,Directing,2001: A Space Odyssey,NO
1968,Documentary (Feature),A Few Notes on Our Food Problem,NO
1968,Documentary (Feature),Journey into Self,YES
1968,Documentary (Feature),The Legendary Champions,NO
1968,Documentary (Feature),Other Voices,NO
1968,Documentary (Feature),Young Americans,NO
1968,Documentary (Short Subject),The House That Ananda Built,NO
1968,Documentary (Short Subject),The Revolving Door,NO
1968,Documentary (Short Subject),A Space to Grow,NO
1968,Documentary (Short Subject),A Way Out of the Wilderness,NO
1968,Documentary (Short Subject),Why Man Creates,YES
1968,Film Editing,Bullitt,YES
1968,Film Editing,Funny Girl,NO
1968,Film Editing,The Odd Couple,NO
1968,Film Editing,Oliver!,NO
1968,Film Editing,Wild in the Streets,NO
1968,Foreign Language Film,The Boys of Paul Street,NO
1968,Foreign Language Film,The Firemen's Ball,NO
1968,Foreign Language Film,The Girl with the Pistol,NO
1968,Foreign Language Film,Stolen Kisses,NO
1968,Foreign Language Film,War and Peace,YES
1968,Makeup,To John Chambers for his outstanding makeup achievement for Planet of the Apes.,YES
1968,Music (Scoring),The Fox,NO
1968,Music (Scoring),The Lion in Winter,YES
1968,Music (Scoring),Planet of the Apes,NO
1968,Music (Scoring),The Shoes of the Fisherman,NO
1968,Music (Scoring),The Thomas Crown Affair,NO
1968,Music (Scoring),Finian's Rainbow,NO
1968,Music (Scoring),Funny Girl,NO
1968,Music (Scoring),Oliver!,YES
1968,Music (Scoring),Star!,NO
1968,Music (Scoring),The Young Girls of Rochefort,NO
1968,Music (Song),Chitty Chitty Bang Bang,NO
1968,Music (Song),For Love of Ivy,NO
1968,Music (Song),Funny Girl,NO
1968,Music (Song),Star!,NO
1968,Music (Song),The Thomas Crown Affair,YES
1968,Best Picture,Funny Girl,NO
1968,Best Picture,The Lion in Winter,NO
1968,Best Picture,Oliver!,YES
1968,Best Picture,"Rachel, Rachel",NO
1968,Best Picture,Romeo and Juliet,NO
1968,Short Film (Animated),The House That Jack Built,NO
1968,Short Film (Animated),The Magic Pear Tree,NO
1968,Short Film (Animated),Windy Day,NO
1968,Short Film (Animated),Winnie the Pooh and the Blustery Day,YES
1968,Short Film (Live Action),The Dove,NO
1968,Short Film (Live Action),Duo,NO
1968,Short Film (Live Action),Prelude,NO
1968,Short Film (Live Action),Robert Kennedy Remembered,YES
1968,Sound,Bullitt,NO
1968,Sound,Finian's Rainbow,NO
1968,Sound,Funny Girl,NO
1968,Sound,Oliver!,YES
1968,Sound,Star!,NO
1968,Visual Effects,Ice Station Zebra,NO
1968,Visual Effects,2001: A Space Odyssey,YES
1968,Writing,The Lion in Winter,YES
1968,Writing,The Odd Couple,NO
1968,Writing,Oliver!,NO
1968,Writing,"Rachel, Rachel",NO
1968,Writing,Rosemary's Baby,NO
1968,Writing,The Battle of Algiers,NO
1968,Writing,Faces,NO
1968,Writing,Hot Millions,NO
1968,Writing,The Producers,YES
1968,Writing,2001: A Space Odyssey,NO
1967,Actor -- Leading Role,Bonnie and Clyde ,NO
1967,Actor -- Leading Role,The Graduate ,NO
1967,Actor -- Leading Role,Cool Hand Luke ,NO
1967,Actor -- Leading Role,In the Heat of the Night ,YES
1967,Actor -- Leading Role,Guess Who's Coming to Dinner ,NO
1967,Actor -- Supporting Role,The Dirty Dozen ,NO
1967,Actor -- Supporting Role,Bonnie and Clyde ,NO
1967,Actor -- Supporting Role,Guess Who's Coming to Dinner ,NO
1967,Actor -- Supporting Role,Cool Hand Luke ,YES
1967,Actor -- Supporting Role,Bonnie and Clyde ,NO
1967,Actress -- Leading Role,The Graduate ,NO
1967,Actress -- Leading Role,Bonnie and Clyde ,NO
1967,Actress -- Leading Role,The Whisperers ,NO
1967,Actress -- Leading Role,Wait until Dark ,NO
1967,Actress -- Leading Role,Guess Who's Coming to Dinner ,YES
1967,Actress -- Supporting Role,Thoroughly Modern Millie ,NO
1967,Actress -- Supporting Role,Barefoot in the Park ,NO
1967,Actress -- Supporting Role,Bonnie and Clyde ,YES
1967,Actress -- Supporting Role,Guess Who's Coming to Dinner ,NO
1967,Actress -- Supporting Role,The Graduate ,NO
1967,Art Direction,Camelot,YES
1967,Art Direction,Doctor Dolittle,NO
1967,Art Direction,Guess Who's Coming to Dinner,NO
1967,Art Direction,The Taming of the Shrew,NO
1967,Art Direction,Thoroughly Modern Millie,NO
1967,Cinematography,Bonnie and Clyde,YES
1967,Cinematography,Camelot,NO
1967,Cinematography,Doctor Dolittle,NO
1967,Cinematography,The Graduate,NO
1967,Cinematography,In Cold Blood,NO
1967,Costume Design,Bonnie and Clyde,NO
1967,Costume Design,Camelot,YES
1967,Costume Design,The Happiest Millionaire,NO
1967,Costume Design,The Taming of the Shrew,NO
1967,Costume Design,Thoroughly Modern Millie,NO
1967,Directing,Bonnie and Clyde,NO
1967,Directing,The Graduate,YES
1967,Directing,Guess Who's Coming to Dinner,NO
1967,Directing,In Cold Blood,NO
1967,Directing,In the Heat of the Night,NO
1967,Documentary (Feature),The Anderson Platoon,YES
1967,Documentary (Feature),Festival,NO
1967,Documentary (Feature),Harvest,NO
1967,Documentary (Feature),A King's Story,NO
1967,Documentary (Feature),A Time for Burning,NO
1967,Documentary (Short Subject),Monument to the Dream,NO
1967,Documentary (Short Subject),A Place to Stand,NO
1967,Documentary (Short Subject),The Redwoods,YES
1967,Documentary (Short Subject),See You at the Pillar,NO
1967,Documentary (Short Subject),While I Run This Race,NO
1967,Film Editing,Beach Red,NO
1967,Film Editing,The Dirty Dozen,NO
1967,Film Editing,Doctor Dolittle,NO
1967,Film Editing,Guess Who's Coming to Dinner,NO
1967,Film Editing,In the Heat of the Night,YES
1967,Foreign Language Film,Closely Watched Trains,YES
1967,Foreign Language Film,El Amor Brujo,NO
1967,Foreign Language Film,I Even Met Happy Gypsies,NO
1967,Foreign Language Film,Live for Life,NO
1967,Foreign Language Film,Portrait of Chieko,NO
1967,Music (Scoring),Cool Hand Luke,NO
1967,Music (Scoring),Doctor Dolittle,NO
1967,Music (Scoring),Far from the Madding Crowd,NO
1967,Music (Scoring),In Cold Blood,NO
1967,Music (Scoring),Thoroughly Modern Millie,YES
1967,Music (Scoring),Camelot,YES
1967,Music (Scoring),Doctor Dolittle,NO
1967,Music (Scoring),Guess Who's Coming to Dinner,NO
1967,Music (Scoring),Thoroughly Modern Millie,NO
1967,Music (Scoring),Valley of the Dolls,NO
1967,Music (Song),The Jungle Book,NO
1967,Music (Song),Banning,NO
1967,Music (Song),Casino Royale,NO
1967,Music (Song),Doctor Dolittle,YES
1967,Music (Song),Thoroughly Modern Millie,NO
1967,Best Picture,Bonnie and Clyde,NO
1967,Best Picture,Doctor Dolittle,NO
1967,Best Picture,The Graduate,NO
1967,Best Picture,Guess Who's Coming to Dinner,NO
1967,Best Picture,In the Heat of the Night,YES
1967,Short Film (Animated),The Box,YES
1967,Short Film (Animated),Hypothese Beta,NO
1967,Short Film (Animated),What on Earth!,NO
1967,Short Film (Live Action),Paddle to the Sea,NO
1967,Short Film (Live Action),A Place to Stand,YES
1967,Short Film (Live Action),Sky over Holland,NO
1967,Short Film (Live Action),"Stop, Look and Listen",NO
1967,Sound,Camelot,NO
1967,Sound,The Dirty Dozen,NO
1967,Sound,Doctor Dolittle,NO
1967,Sound,In the Heat of the Night,YES
1967,Sound,Thoroughly Modern Millie,NO
1967,Sound Editing,The Dirty Dozen,YES
1967,Sound Editing,In the Heat of the Night,NO
1967,Visual Effects,Doctor Dolittle,YES
1967,Visual Effects,Tobruk,NO
1967,Writing,Cool Hand Luke,NO
1967,Writing,The Graduate,NO
1967,Writing,In Cold Blood,NO
1967,Writing,In the Heat of the Night,YES
1967,Writing,Ulysses,NO
1967,Writing,Bonnie and Clyde,NO
1967,Writing,Divorce American Style,NO
1967,Writing,Guess Who's Coming to Dinner,YES
1967,Writing,La Guerre Est Finie,NO
1967,Writing,Two for the Road,NO
1966,Actor -- Leading Role,The Russians Are Coming The Russians Are Coming ,NO
1966,Actor -- Leading Role,Who's Afraid of Virginia Woolf? ,NO
1966,Actor -- Leading Role,Alfie ,NO
1966,Actor -- Leading Role,The Sand Pebbles ,NO
1966,Actor -- Leading Role,A Man for All Seasons ,YES
1966,Actor -- Supporting Role,The Sand Pebbles ,NO
1966,Actor -- Supporting Role,Georgy Girl ,NO
1966,Actor -- Supporting Role,The Fortune Cookie ,YES
1966,Actor -- Supporting Role,Who's Afraid of Virginia Woolf? ,NO
1966,Actor -- Supporting Role,A Man for All Seasons ,NO
1966,Actress -- Leading Role,A Man and a Woman ,NO
1966,Actress -- Leading Role,The Shop on Main Street ,NO
1966,Actress -- Leading Role,Georgy Girl ,NO
1966,Actress -- Leading Role,Morgan! ,NO
1966,Actress -- Leading Role,Who's Afraid of Virginia Woolf? ,YES
1966,Actress -- Supporting Role,Who's Afraid of Virginia Woolf? ,YES
1966,Actress -- Supporting Role,A Man for All Seasons ,NO
1966,Actress -- Supporting Role,Hawaii ,NO
1966,Actress -- Supporting Role,Alfie ,NO
1966,Actress -- Supporting Role,You're a Big Boy Now ,NO
1966,Art Direction,The Fortune Cookie,NO
1966,Art Direction,The Gospel According to St. Matthew,NO
1966,Art Direction,Is Paris Burning?,NO
1966,Art Direction,Mister Buddwing,NO
1966,Art Direction,Who's Afraid of Virginia Woolf?,YES
1966,Art Direction,Fantastic Voyage,YES
1966,Art Direction,Gambit,NO
1966,Art Direction,Juliet of the Spirits,NO
1966,Art Direction,The Oscar,NO
1966,Art Direction,The Sand Pebbles,NO
1966,Cinematography,The Fortune Cookie,NO
1966,Cinematography,Georgy Girl,NO
1966,Cinematography,Is Paris Burning?,NO
1966,Cinematography,Seconds,NO
1966,Cinematography,Who's Afraid of Virginia Woolf?,YES
1966,Cinematography,Fantastic Voyage,NO
1966,Cinematography,Hawaii,NO
1966,Cinematography,A Man for All Seasons,YES
1966,Cinematography,The Professionals,NO
1966,Cinematography,The Sand Pebbles,NO
1966,Costume Design,The Gospel According to St. Matthew,NO
1966,Costume Design,Mandragola,NO
1966,Costume Design,Mister Buddwing,NO
1966,Costume Design,Morgan!,NO
1966,Costume Design,Who's Afraid of Virginia Woolf?,YES
1966,Costume Design,Gambit,NO
1966,Costume Design,Hawaii,NO
1966,Costume Design,Juliet of the Spirits,NO
1966,Costume Design,A Man for All Seasons,YES
1966,Costume Design,The Oscar,NO
1966,Directing,Blow-Up,NO
1966,Directing,A Man and a Woman,NO
1966,Directing,A Man for All Seasons,YES
1966,Directing,The Professionals,NO
1966,Directing,Who's Afraid of Virginia Woolf?,NO
1966,Documentary (Feature),The Face of Genius,NO
1966,Documentary (Feature),Helicopter Canada,NO
1966,Documentary (Feature),Le Volcan Interdit (The Forbidden Volcano),NO
1966,Documentary (Feature),The Really Big Family,NO
1966,Documentary (Feature),The War Game,YES
1966,Documentary (Short Subject),Adolescence,NO
1966,Documentary (Short Subject),Cowboy,NO
1966,Documentary (Short Subject),The Odds Against,NO
1966,Documentary (Short Subject),Saint Matthew Passion,NO
1966,Documentary (Short Subject),A Year toward Tomorrow,YES
1966,Film Editing,Fantastic Voyage,NO
1966,Film Editing,Grand Prix,YES
1966,Film Editing,The Russians Are Coming The Russians Are Coming,NO
1966,Film Editing,The Sand Pebbles,NO
1966,Film Editing,Who's Afraid of Virginia Woolf?,NO
1966,Foreign Language Film,The Battle of Algiers,NO
1966,Foreign Language Film,Loves of a Blonde,NO
1966,Foreign Language Film,A Man and a Woman,YES
1966,Foreign Language Film,Pharaoh,NO
1966,Foreign Language Film,Three,NO
1966,Music (Scoring),The Bible,NO
1966,Music (Scoring),Born Free,YES
1966,Music (Scoring),Hawaii,NO
1966,Music (Scoring),The Sand Pebbles,NO
1966,Music (Scoring),Who's Afraid of Virginia Woolf?,NO
1966,Music (Scoring),A Funny Thing Happened on the Way to the Forum,YES
1966,Music (Scoring),The Gospel According to St. Matthew,NO
1966,Music (Scoring),Return of the Seven,NO
1966,Music (Scoring),The Singing Nun,NO
1966,Music (Scoring),Stop the World--I Want to Get Off,NO
1966,Music (Song),Alfie,NO
1966,Music (Song),Born Free,YES
1966,Music (Song),Georgy Girl,NO
1966,Music (Song),Hawaii,NO
1966,Music (Song),An American Dream,NO
1966,Best Picture,Alfie,NO
1966,Best Picture,A Man for All Seasons,YES
1966,Best Picture,The Russians Are Coming The Russians Are Coming,NO
1966,Best Picture,The Sand Pebbles,NO
1966,Best Picture,Who's Afraid of Virginia Woolf?,NO
1966,Short Film (Animated),The Drag,NO
1966,Short Film (Animated),Herb Alpert and the Tijuana Brass Double Feature,YES
1966,Short Film (Animated),The Pink Blueprint,NO
1966,Short Film (Live Action),Turkey the Bridge,NO
1966,Short Film (Live Action),Wild Wings,YES
1966,Short Film (Live Action),The Winning Strain,NO
1966,Sound,Gambit,NO
1966,Sound,Grand Prix,YES
1966,Sound,Hawaii,NO
1966,Sound,The Sand Pebbles,NO
1966,Sound,Who's Afraid of Virginia Woolf?,NO
1966,Sound Editing,Fantastic Voyage,NO
1966,Sound Editing,Grand Prix,YES
1966,Visual Effects,Fantastic Voyage,YES
1966,Visual Effects,Hawaii,NO
1966,Writing,Alfie,NO
1966,Writing,A Man for All Seasons,YES
1966,Writing,The Professionals,NO
1966,Writing,The Russians Are Coming The Russians Are Coming,NO
1966,Writing,Who's Afraid of Virginia Woolf?,NO
1966,Writing,Blow-Up,NO
1966,Writing,The Fortune Cookie,NO
1966,Writing,Khartoum,NO
1966,Writing,A Man and a Woman,YES
1966,Writing,The Naked Prey,NO
1965,Actor -- Leading Role,The Spy Who Came In from the Cold ,NO
1965,Actor -- Leading Role,Cat Ballou ,YES
1965,Actor -- Leading Role,Othello ,NO
1965,Actor -- Leading Role,The Pawnbroker ,NO
1965,Actor -- Leading Role,Ship of Fools ,NO
1965,Actor -- Supporting Role,A Thousand Clowns ,YES
1965,Actor -- Supporting Role,The Flight of the Phoenix ,NO
1965,Actor -- Supporting Role,Doctor Zhivago ,NO
1965,Actor -- Supporting Role,Ship of Fools ,NO
1965,Actor -- Supporting Role,Othello ,NO
1965,Actress -- Leading Role,The Sound of Music ,NO
1965,Actress -- Leading Role,Darling ,YES
1965,Actress -- Leading Role,The Collector ,NO
1965,Actress -- Leading Role,A Patch of Blue ,NO
1965,Actress -- Leading Role,Ship of Fools ,NO
1965,Actress -- Supporting Role,Inside Daisy Clover ,NO
1965,Actress -- Supporting Role,Othello ,NO
1965,Actress -- Supporting Role,Othello ,NO
1965,Actress -- Supporting Role,A Patch of Blue ,YES
1965,Actress -- Supporting Role,The Sound of Music ,NO
1965,Art Direction,King Rat,NO
1965,Art Direction,A Patch of Blue,NO
1965,Art Direction,Ship of Fools,YES
1965,Art Direction,The Slender Thread,NO
1965,Art Direction,The Spy Who Came In from the Cold,NO
1965,Art Direction,The Agony and the Ecstasy,NO
1965,Art Direction,Doctor Zhivago,YES
1965,Art Direction,The Greatest Story Ever Told,NO
1965,Art Direction,Inside Daisy Clover,NO
1965,Art Direction,The Sound of Music,NO
1965,Cinematography,In Harm's Way,NO
1965,Cinematography,King Rat,NO
1965,Cinematography,Morituri,NO
1965,Cinematography,A Patch of Blue,NO
1965,Cinematography,Ship of Fools,YES
1965,Cinematography,The Agony and the Ecstasy,NO
1965,Cinematography,Doctor Zhivago,YES
1965,Cinematography,The Great Race,NO
1965,Cinematography,The Greatest Story Ever Told,NO
1965,Cinematography,The Sound of Music,NO
1965,Costume Design,Darling,YES
1965,Costume Design,Morituri,NO
1965,Costume Design,A Rage to Live,NO
1965,Costume Design,Ship of Fools,NO
1965,Costume Design,The Slender Thread,NO
1965,Costume Design,The Agony and the Ecstasy,NO
1965,Costume Design,Doctor Zhivago,YES
1965,Costume Design,The Greatest Story Ever Told,NO
1965,Costume Design,Inside Daisy Clover,NO
1965,Costume Design,The Sound of Music,NO
1965,Directing,The Collector,NO
1965,Directing,Darling,NO
1965,Directing,Doctor Zhivago,NO
1965,Directing,The Sound of Music,YES
1965,Directing,Woman in the Dunes,NO
1965,Documentary (Feature),The Battle of the Bulge...The Brave Rifles,NO
1965,Documentary (Feature),The Eleanor Roosevelt Story,YES
1965,Documentary (Feature),The Forth Road Bridge,NO
1965,Documentary (Feature),Let My People Go,NO
1965,Documentary (Feature),To Die in Madrid,NO
1965,Documentary (Short Subject),Mural on Our Street,NO
1965,Documentary (Short Subject),Ouverture,NO
1965,Documentary (Short Subject),Point of View,NO
1965,Documentary (Short Subject),To Be Alive!,YES
1965,Documentary (Short Subject),Yeats Country,NO
1965,Film Editing,Cat Ballou,NO
1965,Film Editing,Doctor Zhivago,NO
1965,Film Editing,The Flight of the Phoenix,NO
1965,Film Editing,The Great Race,NO
1965,Film Editing,The Sound of Music,YES
1965,Foreign Language Film,Blood on the Land,NO
1965,Foreign Language Film,Dear John,NO
1965,Foreign Language Film,Kwaidan,NO
1965,Foreign Language Film,Marriage Italian Style,NO
1965,Foreign Language Film,The Shop on Main Street,YES
1965,Music (Scoring),The Agony and the Ecstasy,NO
1965,Music (Scoring),Doctor Zhivago,YES
1965,Music (Scoring),The Greatest Story Ever Told,NO
1965,Music (Scoring),A Patch of Blue,NO
1965,Music (Scoring),The Umbrellas of Cherbourg,NO
1965,Music (Scoring),Cat Ballou,NO
1965,Music (Scoring),The Pleasure Seekers,NO
1965,Music (Scoring),The Sound of Music,YES
1965,Music (Scoring),A Thousand Clowns,NO
1965,Music (Scoring),The Umbrellas of Cherbourg,NO
1965,Music (Song),Cat Ballou,NO
1965,Music (Song),The Umbrellas of Cherbourg,NO
1965,Music (Song),The Sandpiper,YES
1965,Music (Song),The Great Race,NO
1965,Music (Song),What's New Pussycat?,NO
1965,Best Picture,Darling,NO
1965,Best Picture,Doctor Zhivago,NO
1965,Best Picture,Ship of Fools,NO
1965,Best Picture,The Sound of Music,YES
1965,Best Picture,A Thousand Clowns,NO
1965,Short Film (Animated),Clay or The Origin of Species,NO
1965,Short Film (Animated),The Dot and the Line,YES
1965,Short Film (Animated),The Thieving Magpie (La Gazza Ladra),NO
1965,Short Film (Live Action),The Chicken (Le Poulet),YES
1965,Short Film (Live Action),Fortress of Peace,NO
1965,Short Film (Live Action),Skaterdater,NO
1965,Short Film (Live Action),Snow,NO
1965,Short Film (Live Action),Time Piece,NO
1965,Sound,The Agony and the Ecstasy,NO
1965,Sound,Doctor Zhivago,NO
1965,Sound,The Great Race,NO
1965,Sound,Shenandoah,NO
1965,Sound,The Sound of Music,YES
1965,Sound Editing,The Great Race,YES
1965,Sound Editing,Von Ryan's Express,NO
1965,Visual Effects,The Greatest Story Ever Told,NO
1965,Visual Effects,Thunderball,YES
1965,Writing,Cat Ballou,NO
1965,Writing,The Collector,NO
1965,Writing,Doctor Zhivago,YES
1965,Writing,Ship of Fools,NO
1965,Writing,A Thousand Clowns,NO
1965,Writing,Casanova '70,NO
1965,Writing,Darling,YES
1965,Writing,Those Magnificent Men in Their Flying Machines,NO
1965,Writing,The Train,NO
1965,Writing,The Umbrellas of Cherbourg,NO
1964,Actor -- Leading Role,Becket ,NO
1964,Actor -- Leading Role,My Fair Lady ,YES
1964,Actor -- Leading Role,Becket ,NO
1964,Actor -- Leading Role,Zorba the Greek ,NO
1964,Actor -- Leading Role,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,NO
1964,Actor -- Supporting Role,Becket ,NO
1964,Actor -- Supporting Role,My Fair Lady ,NO
1964,Actor -- Supporting Role,Seven Days in May ,NO
1964,Actor -- Supporting Role,The Best Man ,NO
1964,Actor -- Supporting Role,Topkapi ,YES
1964,Actress -- Leading Role,Mary Poppins ,YES
1964,Actress -- Leading Role,The Pumpkin Eater ,NO
1964,Actress -- Leading Role,Marriage Italian Style ,NO
1964,Actress -- Leading Role,The Unsinkable Molly Brown ,NO
1964,Actress -- Leading Role,Seance on a Wet Afternoon ,NO
1964,Actress -- Supporting Role,My Fair Lady ,NO
1964,Actress -- Supporting Role,The Chalk Garden ,NO
1964,Actress -- Supporting Role,The Night of the Iguana ,NO
1964,Actress -- Supporting Role,Zorba the Greek ,YES
1964,Actress -- Supporting Role,"Hush...Hush, Sweet Charlotte ",NO
1964,Art Direction,The Americanization of Emily,NO
1964,Art Direction,"Hush...Hush, Sweet Charlotte",NO
1964,Art Direction,The Night of the Iguana,NO
1964,Art Direction,Seven Days in May,NO
1964,Art Direction,Zorba the Greek,YES
1964,Art Direction,Becket,NO
1964,Art Direction,Mary Poppins,NO
1964,Art Direction,My Fair Lady,YES
1964,Art Direction,The Unsinkable Molly Brown,NO
1964,Art Direction,What a Way to Go!,NO
1964,Cinematography,The Americanization of Emily,NO
1964,Cinematography,Fate Is the Hunter,NO
1964,Cinematography,"Hush...Hush, Sweet Charlotte",NO
1964,Cinematography,The Night of the Iguana,NO
1964,Cinematography,Zorba the Greek,YES
1964,Cinematography,Becket,NO
1964,Cinematography,Cheyenne Autumn,NO
1964,Cinematography,Mary Poppins,NO
1964,Cinematography,My Fair Lady,YES
1964,Cinematography,The Unsinkable Molly Brown,NO
1964,Costume Design,A House Is Not a Home,NO
